uid,startTime,aqara_chair,aqara_cleaner,aqara_door,aqara_fridge,aqara_microwave,aqara_motion,aqara_tv,aqara_washer,aqara_brightness_mean,aqara_brightness_min,aqara_brightness_max,aqara_air_pressure_mean,aqara_air_pressure_min,aqara_air_pressure_max,aqara_temperature_mean,aqara_temperature_min,aqara_temperature_max,aqara_humidity_mean,aqara_humidity_min,aqara_humidity_max
15.0,1684673879475.0,75,1,,,,150,5.970000000000001,2,67.547533,0.0,180.0,100974.953704,100900.0,101050.0,2751.53125,2685.0,2828.0,4878.642857,4758.0,5040.0
15.0,1684836655973.0,21,,1,1,,107,5.99,,29.770455,0.0,204.0,100959.52381,100800.0,101080.0,2664.6,2579.0,2815.0,4876.794872,4676.0,6041.0
13.0,1685277169327.0,,,,,,,,,12.0,0.0,36.0,101036.764706,100900.0,101170.0,2872.692308,2851.0,2895.0,4900.153846,4793.0,5008.0
12.0,1685483014663.0,,19,,,4,141,,1,351.00017,0.0,1283.0,100676.929825,100600.0,100820.0,2750.40625,2676.0,2832.0,5788.038462,5667.0,6088.0
10.0,1685719285987.0,6,7,3,5,,66,,,40.809524,0.0,229.0,99958.375,99800.0,100270.0,2594.866667,2529.0,2637.0,6042.384615,5777.0,6192.0
14.0,1685887063422.0,3,,,,,5,4.9,,13.21875,0.0,35.0,101058.928571,100900.0,101160.0,2737.357143,2700.0,2815.0,4161.733333,3429.0,4798.0
17.0,1685890375478.0,1,,2,3,,63,2.49,,37.69011,0.0,131.0,100914.285714,100800.0,101000.0,2456.668056,2346.0,2779.0,5342.684783,4250.0,6065.0
4.0,1686155226936.0,149,,,,,,,8,118.521497,0.0,239.0,100722.857143,100600.0,100840.0,2632.132353,2424.0,2737.0,6320.846154,5888.0,7785.0
7.0,1683803192991.0,,,,,,,,,,,,,,,,,,,,
10.0,1683996212519.0,,,,,,,,,20.325,0.0,41.0,100793.333333,100600.0,101010.0,2248.357143,2203.0,2274.0,4899.576923,4272.0,5577.0
1.0,1684043867732.0,2,,2,,3,,4.52,,3.2,0.0,14.0,100600.714286,100500.0,100690.0,2388.321429,2360.0,2441.0,5115.692308,5009.0,5187.0
11.0,1684332621462.0,,,2,1,,,,,170.10697,0.0,541.0,101239.351852,101190.0,101340.0,2755.607143,2645.0,2806.0,3915.384615,3805.0,4190.0
5.0,1684918595174.0,,,,,,,,,44.527778,0.0,212.0,101137.941176,101000.0,101250.0,2671.923077,2627.0,2701.0,4845.384615,4608.0,5081.0
11.0,1686236676145.0,,11,3,,,119,6.38,,166.364209,5.0,307.0,100224.557971,100000.0,100420.0,2898.1,2849.0,2940.0,5857.153846,5669.0,5993.0
19.0,1686565543686.0,,,,,,,,,,,,,,,,,,,,
9.0,1683938620545.0,24,,1,,,48,,,46.760417,0.0,116.0,101285.530303,101100.0,101500.0,2280.285714,2242.0,2314.0,5509.846154,4928.0,5719.0
12.0,1684356072332.0,,8,,,,52,,,155.722431,0.0,344.0,100964.090909,100800.0,101140.0,2958.488889,2788.0,3027.0,4097.142857,3698.0,4868.0
11.0,1685249882949.0,,,2,,,,6.440000000000001,,53.800685,0.0,352.0,101315.083333,101200.0,101430.0,2787.178571,2736.0,2881.0,5776.076923,5570.0,5947.0
9.0,1685536324411.0,1,,1,,,26,,,33.620879,0.0,132.0,100919.333333,100800.0,101050.0,2524.884615,2494.0,2544.0,6643.714286,6323.0,7050.0
17.0,1685611172611.0,10,1,4,2,2,153,2.45,,39.709921,0.0,91.0,100581.449275,100400.0,100730.0,2722.570175,2596.0,2832.0,7020.073529,5895.0,7815.0
4.0,1685615916000.0,91,,,,,10,,3,85.816931,0.0,259.0,100754.351852,100600.0,100930.0,2585.214286,2555.0,2658.0,6291.153846,6040.0,6702.0
8.0,1685639272481.0,2,,,,,5,,,84.960504,25.0,195.0,99675.643939,99500.0,99960.0,2512.653846,2473.0,2535.0,5618.192308,5427.0,5976.0
9.0,1686373005686.0,,,,,,,,,,,,,,,,,,,,
9.0,1683933580274.0,24,,1,,,48,,,46.760417,0.0,116.0,101285.530303,101100.0,101500.0,2280.285714,2242.0,2314.0,5509.846154,4928.0,5719.0
16.0,1683984462534.0,2,,2,,,168,6.31,1,93.256,0.0,186.0,101412.380952,101200.0,101560.0,2657.730769,2599.0,2724.0,4978.5,4399.0,6112.0
4.0,1684403045141.0,86,,,1,1,62,,1,63.538756,4.0,229.0,101111.111111,101000.0,101210.0,2561.538462,2539.0,2581.0,6018.428571,5575.0,6251.0
4.0,1684546997742.0,102,,,,1,71,,,135.05453,29.0,280.0,100850.784314,100700.0,101030.0,2538.625,2508.0,2576.0,6380.230769,5867.0,6822.0
11.0,1684548241376.0,,,6,,,,0.0,,166.101323,24.0,283.0,100832.0,100700.0,101010.0,2768.5,2689.0,2845.0,4796.107143,4600.0,5211.0
13.0,1685027974694.0,7,3,1,4,2,68,,,85.620063,0.0,299.0,101182.195652,101000.0,101380.0,2812.733333,2726.0,2842.0,5511.75,5186.0,6400.0
15.0,1685031560537.0,59,,2,,,138,20.57,,68.764213,0.0,191.0,101436.164596,101200.0,101620.0,2761.066667,2728.0,2822.0,4717.5,4139.0,5541.0
17.0,1685618365744.0,10,1,4,2,2,153,2.45,,39.709921,0.0,91.0,100581.449275,100400.0,100730.0,2722.570175,2596.0,2832.0,7020.073529,5895.0,7815.0
3.0,1686240577826.0,7,,,2,,,,,60.769771,0.0,196.0,100190.25,100000.0,100320.0,2574.823529,2375.0,2875.0,5683.642857,5291.0,6062.0
3.0,1686558361894.0,,,,,,,,,,,,,,,,,,,,
11.0,1683635787765.0,,,,,,,,,,,,,,,,,,,,
17.0,1683995584622.0,10,1,2,4,,88,2.3500000000000005,,49.56,0.0,144.0,100785.350877,100600.0,101000.0,2536.142857,2500.0,2604.0,6534.033333,5937.0,7092.0
10.0,1684075282588.0,1,,1,,,71,,,20.444444,0.0,182.0,100802.75,100700.0,100890.0,2268.269231,2199.0,2285.0,5606.464286,4388.0,5929.0
5.0,1684211917040.0,,3,,,,,,,7.2,0.0,58.0,100818.240741,100700.0,100950.0,2647.321429,2615.0,2691.0,4851.384615,4730.0,5023.0
11.0,1684231702757.0,,,2,,,,,,109.349359,4.0,252.0,101006.984127,100900.0,101130.0,2730.653846,2700.0,2761.0,5408.884615,5116.0,5862.0
4.0,1685002760803.0,,,,1,,13,,,112.97,7.0,287.0,101594.666667,101500.0,101750.0,2559.384615,2539.0,2583.0,5991.525641,5373.0,6338.0
17.0,1685374241955.0,14,18,3,11,4,136,2.400000000000001,,45.171191,0.0,112.0,100758.333333,100700.0,100880.0,2738.255556,2584.0,2791.0,7450.004444,5654.0,7836.0
17.0,1685379598004.0,14,18,3,11,4,136,2.400000000000001,,45.171191,0.0,112.0,100758.333333,100700.0,100880.0,2738.255556,2584.0,2791.0,7450.004444,5654.0,7836.0
8.0,1685461436276.0,17,,,,,18,,,109.973409,10.0,273.0,100214.458333,100100.0,100340.0,2482.321429,2389.0,2528.0,6076.571429,5720.0,6218.0
9.0,1685859653063.0,32,,,4,5,79,,,158.576061,20.0,812.0,100880.9375,100800.0,100990.0,2664.928571,2637.0,2685.0,5069.178571,4720.0,5423.0
20.0,1685953338067.0,,,8,7,4,,,,127.517195,0.0,320.0,100788.157895,100700.0,100880.0,2554.214286,2498.0,2672.0,5125.346154,4739.0,5418.0
16.0,1684159626317.0,5,,1,,,158,5.98,,46.382,0.0,185.0,100821.111111,100700.0,100930.0,2645.142857,2572.0,2745.0,4438.0,4080.0,5562.0
15.0,1684942817118.0,17,,4,,,88,6.0600000000000005,,58.249834,0.0,184.0,101369.649123,101200.0,101590.0,2730.857143,2697.0,2838.0,5141.547619,4538.0,6114.0
5.0,1684984417643.0,7,,,1,2,,,,17.630952,0.0,58.0,101398.75,101300.0,101550.0,2689.357143,2641.0,2720.0,4731.5,4447.0,4919.0
2.0,1685501873315.0,,,1,,,7,,,37.652273,0.0,282.0,100030.519972,99900.0,100720.0,2743.428571,2508.0,2785.0,6349.821429,5050.0,6586.0
16.0,1685801275860.0,,,,,,,23.290000000000006,,85.012,0.0,53.0,100677.0,100500.0,100900.0,2802.607143,2776.0,2834.0,5418.461538,5265.0,5494.0
2.0,1686264705038.0,,3,,2,,31,,,28.481089,0.0,66.0,99016.021739,98900.0,99290.0,2873.923077,2828.0,2935.0,5049.384615,4861.0,5372.0
12.0,1686491020942.0,,,,,,,,,,,,,,,,,,,,
11.0,1683805169820.0,,,,,,,,,,,,,,,,,,,,
7.0,1684252887274.0,,,,,,,8.69,,3.8,0.0,9.0,100864.318182,100700.0,101160.0,2536.730769,2517.0,2553.0,7476.846154,7403.0,7607.0
5.0,1684466030910.0,,,,,,3,,1,4.964286,0.0,48.0,100529.102564,100400.0,100680.0,2663.85,2643.0,2690.0,4653.5,4616.0,4745.0
4.0,1684572118044.0,9,10,,1,,52,,5,69.032416,0.0,230.0,101038.703704,100900.0,101180.0,2500.076923,2456.0,2559.0,6350.071429,5892.0,6862.0
17.0,1685530299206.0,,2,1,2,,26,2.42,,26.878788,0.0,106.0,100876.176471,100800.0,101000.0,2741.766667,2713.0,2784.0,6996.533333,6668.0,7554.0
8.0,1685563011143.0,17,,,,5,22,,,127.943743,25.0,752.0,100187.916667,100000.0,100370.0,2518.533333,2474.0,2549.0,4812.571429,4488.0,5223.0
3.0,1686051210915.0,30,,,1,,3,,,131.268258,0.0,307.0,100751.315789,100500.0,101000.0,2767.5,2550.0,2903.0,6300.15625,5573.0,6790.0
6.0,1686058999766.0,2,,2,1,,62,0.0,,442.480068,0.0,1835.0,100777.280702,100600.0,101020.0,2464.107143,2349.0,2560.0,3841.464286,2964.0,5144.0
7.0,1686316547324.0,10,,3,12,,58,2.72,,60.733333,0.0,316.0,100156.555556,100090.0,100270.0,2494.761111,2267.0,2582.0,5474.055556,4214.0,6228.0
15.0,1683808055725.0,,,,,,,,,,,,,,,,,,,,
19.0,1683895917557.0,,,,,,,,,,,,,,,,,,,,
10.0,1684255323531.0,,,,,,,,,5.75,0.0,14.0,100794.75,100700.0,101070.0,2385.615385,2373.0,2394.0,6083.384615,6029.0,6162.0
7.0,1684672505880.0,3,1,3,,,39,,,40.312013,0.0,324.0,100855.939394,100800.0,100920.0,2645.857143,2617.0,2658.0,7238.461538,6736.0,7459.0
4.0,1685017882776.0,,,,1,,13,,,112.97,7.0,287.0,101594.666667,101500.0,101750.0,2559.384615,2539.0,2583.0,5991.525641,5373.0,6338.0
20.0,1685503411327.0,53,,4,3,,,,,92.184206,0.0,371.0,100731.22807,100600.0,100880.0,2416.466667,2388.0,2442.0,5531.346154,5205.0,5996.0
15.0,1685547667601.0,40,,1,,,65,21.949999999999992,3,81.525253,0.0,202.0,100872.5,100700.0,101050.0,2785.071429,2708.0,2882.0,5374.615385,5190.0,5613.0
8.0,1686401049287.0,,,,,,,,,,,,,,,,,,,,
7.0,1683719820205.0,,,,,,,,,,,,,,,,,,,,
11.0,1683942980065.0,,,3,,,1,0.0,,180.640576,23.0,357.0,101436.403509,101300.0,101610.0,2677.357143,2590.0,2717.0,4163.153846,3714.0,4609.0
4.0,1684326719687.0,34,1,,2,,43,,,92.741111,23.0,318.0,101282.368421,101200.0,101390.0,2483.6,2423.0,2576.0,5818.452381,4776.0,6858.0
9.0,1685099243008.0,,,2,,,28,,,38.869048,0.0,179.0,101549.411765,101400.0,101680.0,2473.4,2459.0,2499.0,4929.5,4807.0,4997.0
13.0,1685363616011.0,,,1,1,1,92,,,26.190714,0.0,227.0,100644.411765,100500.0,100840.0,2741.882353,2675.0,2840.0,4674.846154,4242.0,5285.0
14.0,1685629106902.0,1,,,,,31,6.190000000000002,,93.735714,0.0,347.0,100780.980392,100600.0,100930.0,2777.153846,2759.0,2794.0,5645.107143,5049.0,5738.0
10.0,1685722806524.0,6,7,3,5,,66,,,40.809524,0.0,229.0,99958.375,99800.0,100270.0,2594.866667,2529.0,2637.0,6042.384615,5777.0,6192.0
9.0,1685844531458.0,63,,2,4,1,76,,,148.201949,10.0,997.0,100657.719298,100600.0,100810.0,2642.923077,2612.0,2670.0,4889.444444,3942.0,5915.0
4.0,1686065989055.0,113,,,1,,,,3,100.632065,21.0,231.0,100443.181818,100390.0,100600.0,2614.24,2424.0,2706.0,6077.9375,5740.0,6683.0
19.0,1684749115673.0,7,,1,2,,6,62.47,,45.334118,0.0,144.0,100662.587719,100590.0,100780.0,2515.392857,2474.0,2555.0,5183.307692,4998.0,5384.0
17.0,1685031505117.0,13,,2,3,1,157,2.3600000000000003,,45.658974,0.0,111.0,101233.689394,101000.0,101420.0,2744.928571,2699.0,2808.0,4804.428571,4245.0,5815.0
5.0,1685157579446.0,,,,,,,,,21.75,0.0,80.0,101584.047619,101500.0,101650.0,2785.25,2714.0,2817.0,5367.923077,5294.0,5537.0
11.0,1685460439369.0,,,6,1,,,6.28,,174.071429,11.0,334.0,100864.152174,100790.0,101000.0,2786.433333,2724.0,2866.0,5758.230769,5590.0,6063.0
11.0,1686063367996.0,,6,1,,4,42,0.0,,225.450256,0.0,1253.0,100774.444444,100600.0,101020.0,2845.572917,2671.0,2991.0,4707.666667,4473.0,5141.0
8.0,1686076190626.0,24,2,,,,35,,,77.329266,16.0,251.0,99770.166667,99700.0,99930.0,2545.125,2528.0,2553.0,5571.8125,5515.0,5804.0
15.0,1686309801587.0,44,5,,,,114,10.98,,27.797619,0.0,172.0,100271.904762,100200.0,100390.0,2876.5,2824.0,2982.0,5693.3,5428.0,5940.0
20.0,1684143806195.0,12,,,3,,,,,79.166667,0.0,177.0,100471.825397,100300.0,100580.0,2359.192308,2318.0,2439.0,4872.307692,4419.0,5122.0
11.0,1685465479561.0,,,6,1,,,6.28,,174.071429,11.0,334.0,100864.152174,100790.0,101000.0,2786.433333,2724.0,2866.0,5758.230769,5590.0,6063.0
11.0,1685696498230.0,,4,8,,2,,6.360000000000001,1,150.897826,0.0,531.0,100168.5,100100.0,100280.0,2883.444444,2857.0,2921.0,5600.888889,5343.0,5762.0
18.0,1686004767888.0,,,,,,,,,0.0,0.0,0.0,100854.25,100800.0,100990.0,2507.307692,2498.0,2513.0,7881.285714,7085.0,8175.0
3.0,1686471393908.0,,,,,,,,,,,,,,,,,,,,
3.0,1686563781392.0,,,,,,,,,,,,,,,,,,,,
20.0,1684135355035.0,12,,,3,,,,,79.166667,0.0,177.0,100471.825397,100300.0,100580.0,2359.192308,2318.0,2439.0,4872.307692,4419.0,5122.0
4.0,1684408085756.0,86,,,1,1,62,,1,63.538756,4.0,229.0,101111.111111,101000.0,101210.0,2561.538462,2539.0,2581.0,6018.428571,5575.0,6251.0
11.0,1684538159110.0,,,6,,,,0.0,,166.101323,24.0,283.0,100832.0,100700.0,101010.0,2768.5,2689.0,2845.0,4796.107143,4600.0,5211.0
11.0,1684845566453.0,,,4,,,,,,144.461573,0.0,359.0,100956.759259,100800.0,101070.0,2537.625,2453.0,2662.0,5265.035714,4534.0,6263.0
20.0,1685079077298.0,46,,2,,2,,,,129.145833,0.0,299.0,101386.617647,101200.0,101510.0,2315.333333,2263.0,2359.0,4435.181818,4097.0,5187.0
1.0,1685233175378.0,5,1,,,,,4.41,,2.714286,0.0,16.0,101116.0,101000.0,101360.0,2543.587778,2392.0,2599.0,5698.6,4611.0,6421.0
15.0,1685290901163.0,77,6,2,,2,268,16.85,5,119.751667,3.0,194.0,101110.588235,101000.0,101200.0,2799.230769,2719.0,2896.0,6797.961538,6519.0,7424.0
13.0,1685790504942.0,,,1,2,,39,,,22.560431,0.0,50.0,100425.555556,100200.0,100630.0,2678.892857,2616.0,2762.0,4950.107143,4411.0,5401.0
20.0,1686197188075.0,,,6,,,,,,228.230556,0.0,400.0,100230.964912,100000.0,100340.0,2525.6,2487.0,2620.0,6386.230769,5855.0,6670.0
15.0,1683814519165.0,,,,,,,,,,,,,,,,,,,,
17.0,1683984621615.0,3,,1,3,1,49,2.4300000000000006,,33.966667,0.0,143.0,101206.052632,101000.0,101360.0,2513.142857,2497.0,2551.0,6659.928571,5587.0,7099.0
11.0,1684030619350.0,,,,,,,0.0,,107.494872,0.0,222.0,100972.083333,100800.0,101220.0,2655.653846,2630.0,2685.0,4101.214286,3822.0,4561.0
18.0,1684165193992.0,1,,6,2,,58,,,16.25,0.0,40.0,100543.412698,100390.0,100750.0,2410.133333,2388.0,2467.0,6962.566667,6610.0,7391.0
4.0,1684423208665.0,17,,,,,9,,1,71.263244,0.0,228.0,100892.416667,100800.0,101090.0,2508.266667,2443.0,2576.0,6066.0,5683.0,6471.0
11.0,1684930108958.0,,,1,,3,,,,156.433185,0.0,372.0,101330.882353,101200.0,101460.0,2640.714286,2587.0,2714.0,5015.384615,4777.0,5361.0
4.0,1685022922855.0,,,,1,,13,,,112.97,7.0,287.0,101594.666667,101500.0,101750.0,2559.384615,2539.0,2583.0,5991.525641,5373.0,6338.0
1.0,1686530196587.0,,,,,,,,,,,,,,,,,,,,
1.0,1684151529651.0,,5,1,3,,,4.67,1,8.277778,0.0,23.0,100424.275362,100300.0,100540.0,2322.6875,2233.0,2439.0,4317.807692,4151.0,4585.0
19.0,1685441287615.0,7,,1,2,,7,7.289999999999998,,163.274368,0.0,375.0,100918.947368,100800.0,101000.0,2497.538462,2452.0,2542.0,7752.0,7208.0,8125.0
11.0,1685544191045.0,,,1,,1,,6.539999999999999,,278.652829,0.0,1974.0,101078.75,101000.0,101210.0,2717.166667,2632.0,2868.0,5508.107143,5161.0,5937.0
3.0,1685973475807.0,42,2,,3,,9,,,110.39376,0.0,269.0,101048.4375,101000.0,101130.0,2726.95614,2554.0,2838.0,5923.411765,5344.0,6218.0
11.0,1686054811224.0,,6,1,,4,42,0.0,,225.450256,0.0,1253.0,100774.444444,100600.0,101020.0,2845.572917,2671.0,2991.0,4707.666667,4473.0,5141.0
9.0,1686237596322.0,29,11,1,4,2,45,,,101.908483,14.0,804.0,100070.871212,99900.0,100240.0,2678.571429,2653.0,2715.0,5844.384615,5642.0,6326.0
17.0,1686477794557.0,,,,,,,,,,,,,,,,,,,,
5.0,1683784874579.0,,,,,,,,,,,,,,,,,,,,
11.0,1683933227149.0,,,3,,,1,0.0,,180.640576,23.0,357.0,101436.403509,101300.0,101610.0,2677.357143,2590.0,2717.0,4163.153846,3714.0,4609.0
4.0,1684169085902.0,124,,,,3,67,,2,103.889583,0.0,232.0,100722.25,100500.0,100940.0,2437.928571,2423.0,2474.0,5748.192308,5474.0,6144.0
4.0,1684648657173.0,2,,,,,7,,,97.734286,0.0,242.0,100983.650794,100900.0,101060.0,2480.333333,2391.0,2528.0,6390.384615,5976.0,6656.0
3.0,1684920756665.0,116,,,,,126,,,108.813165,7.0,241.0,101249.166667,101100.0,101390.0,2799.153846,2722.0,2848.0,6775.384615,6224.0,7142.0
17.0,1685008581212.0,5,,3,,,87,2.3200000000000003,,24.066667,0.0,108.0,101377.254902,101300.0,101510.0,2739.461538,2723.0,2768.0,5236.714286,4456.0,5516.0
18.0,1685562297950.0,,,3,5,,21,,,6.513889,0.0,20.0,100690.0,100500.0,100840.0,2462.384615,2454.0,2480.0,7197.571429,6950.0,7613.0
4.0,1685761654301.0,2,,,1,,,,,113.468401,6.0,246.0,100690.877193,100500.0,100900.0,2655.107143,2610.0,2692.0,6747.615385,6388.0,7062.0
3.0,1685774625895.0,31,,,2,,21,,,123.633838,0.0,346.0,100624.0,100400.0,100830.0,2670.9,2508.0,2824.0,6438.714286,6058.0,6844.0
4.0,1683620389349.0,,,,,,,,,,,,,,,,,,,,
19.0,1684051679658.0,3,3,,2,,9,55.72999999999999,,73.986226,0.0,271.0,100858.684211,100700.0,100920.0,2505.071429,2491.0,2536.0,6099.357143,5618.0,6753.0
7.0,1684767256660.0,1,,2,,,27,,,35.395833,0.0,316.0,100681.030303,100600.0,100800.0,2584.785714,2569.0,2600.0,6623.8,5997.0,6822.0
1.0,1685258533820.0,1,,,,,,4.500000000000001,,3.083333,0.0,19.0,100912.222222,100800.0,101030.0,2535.307692,2507.0,2585.0,6274.538462,5881.0,6595.0
4.0,1685362515723.0,2,,,1,,21,,,53.184982,0.0,255.0,100967.587719,100900.0,101150.0,2529.461538,2498.0,2559.0,7538.384615,7422.0,7770.0
4.0,1685532166586.0,26,,,,,6,,1,65.369048,0.0,239.0,101082.604167,101000.0,101210.0,2581.461538,2562.0,2617.0,6627.5,6234.0,6985.0
3.0,1685782413549.0,31,,,2,,21,,,123.633838,0.0,346.0,100624.0,100400.0,100830.0,2670.9,2508.0,2824.0,6438.714286,6058.0,6844.0
10.0,1685983404563.0,30,1,7,4,,123,,3,169.31,12.0,248.0,100786.315789,100700.0,100930.0,2700.321429,2662.0,2741.0,5745.538462,5356.0,5975.0
17.0,1686064570784.0,8,1,4,5,,83,2.74,,49.78125,30.0,141.0,100175.833333,100100.0,100340.0,3066.75,2998.0,3164.0,4803.380952,4565.0,5808.0
19.0,1686144209741.0,6,4,1,,,8,6.2,,42.0,42.0,42.0,,,,2473.5,2449.0,2498.0,6369.0,6369.0,6369.0
4.0,1683560989115.0,,,,,,,,,,,,,,,,,,,,
1.0,1684020972940.0,1,,12,,,,70.99000000000001,,3.0,0.0,16.0,100601.75,100400.0,100810.0,2426.153846,2400.0,2462.0,5292.692308,5186.0,5407.0
10.0,1684163965328.0,8,,3,,,19,,,49.236111,0.0,229.0,100544.318182,100400.0,100740.0,2327.428571,2303.0,2387.0,5582.230769,5370.0,5784.0
17.0,1684251596120.0,8,,2,1,3,62,2.2600000000000007,,63.304564,0.0,181.0,100802.982456,100600.0,101060.0,2695.230769,2676.0,2731.0,5992.9375,5429.0,6728.0
15.0,1685021479401.0,31,,,,,116,6.07,,46.625,0.0,178.0,101597.916667,101500.0,101740.0,2731.75,2685.0,2806.0,4840.769231,4377.0,5232.0
18.0,1685288357932.0,,,2,2,2,60,,,0.75,0.0,3.0,100961.481481,100900.0,101050.0,2466.769231,2463.0,2470.0,7768.923077,7634.0,7891.0
9.0,1685778297553.0,,,,,2,,,,94.435185,10.0,634.0,100531.403509,100300.0,100750.0,2612.538462,2605.0,2632.0,6112.5,6015.0,6206.0
15.0,1686155418513.0,50,,1,,3,113,4.9,6,74.632759,0.0,228.0,100716.0,100600.0,100870.0,2897.321429,2830.0,2987.0,5409.1,5205.0,6004.0
15.0,1686318715762.0,44,5,,,,114,10.98,,27.797619,0.0,172.0,100271.904762,100200.0,100390.0,2876.5,2824.0,2982.0,5693.3,5428.0,5940.0
3.0,1683887968255.0,,,,,,,,,,,,,,,,,,,,
13.0,1685358523672.0,,,1,1,1,92,,,26.190714,0.0,227.0,100644.411765,100500.0,100840.0,2741.882353,2675.0,2840.0,4674.846154,4242.0,5285.0
3.0,1686064250277.0,134,3,,3,,10,,,112.65,40.0,228.0,100362.878788,100300.0,100530.0,2873.923077,2804.0,2920.0,6252.5,6005.0,6532.0
11.0,1686132732391.0,,,1,,,78,0.0,,197.554545,17.0,367.0,,,,,,,,,
15.0,1686144802082.0,12,,2,,,97,4.88,,33.5,30.0,37.0,100813.333333,100800.0,100840.0,2871.333333,2832.0,2917.0,4851.0,4841.0,4861.0
8.0,1683916335569.0,14,,,,,26,,,100.073877,27.0,219.0,100765.714286,100600.0,100970.0,2362.928571,2305.0,2378.0,4088.307692,3584.0,4364.0
7.0,1683717382524.0,,,,,,,,,,,,,,,,,,,,
6.0,1684069646619.0,,,,,,,0.0,,469.389444,0.0,1876.0,100977.02381,100890.0,101040.0,2441.0,2410.0,2478.0,4578.0,4492.0,4738.0
11.0,1684543199484.0,,,6,,,,0.0,,166.101323,24.0,283.0,100832.0,100700.0,101010.0,2768.5,2689.0,2845.0,4796.107143,4600.0,5211.0
11.0,1685019321835.0,,,3,,,,44.78,,117.298666,0.0,372.0,101590.289855,101500.0,101730.0,2741.46875,2690.0,2794.0,4524.607143,4114.0,4995.0
4.0,1685539949165.0,26,,,,,6,,1,65.369048,0.0,239.0,101082.604167,101000.0,101210.0,2581.461538,2562.0,2617.0,6627.5,6234.0,6985.0
11.0,1685981420360.0,,,11,2,4,113,,,139.243006,0.0,274.0,100974.130435,100900.0,101110.0,2964.5,2932.0,2986.0,4922.25,4544.0,5667.0
3.0,1686555641654.0,,,,,,,,,,,,,,,,,,,,
19.0,1686660267865.0,,,,,,,,,,,,,,,,,,,,
4.0,1685376776887.0,13,16,,,,53,,,73.12994,1.0,295.0,101001.851852,100900.0,101120.0,2530.153846,2509.0,2547.0,7475.461538,7197.0,7692.0
11.0,1685441552121.0,,,3,,2,,6.35,,260.76539,0.0,2318.0,100997.5,100900.0,101060.0,2670.214286,2616.0,2761.0,5846.076923,5482.0,6263.0
12.0,1685544989736.0,,2,,,2,45,,,330.635,0.0,669.0,100858.571429,100800.0,101000.0,2795.46875,2749.0,2830.0,5436.892857,5080.0,5945.0
17.0,1685615606930.0,10,1,4,2,2,153,2.45,,39.709921,0.0,91.0,100581.449275,100400.0,100730.0,2722.570175,2596.0,2832.0,7020.073529,5895.0,7815.0
4.0,1685629377650.0,91,,,,,10,,3,85.816931,0.0,259.0,100754.351852,100600.0,100930.0,2585.214286,2555.0,2658.0,6291.153846,6040.0,6702.0
12.0,1685640747809.0,,,,,2,83,,1,399.224574,0.0,1315.0,100123.715278,100000.0,100400.0,2914.6875,2768.0,3003.0,5154.923077,5039.0,5477.0
10.0,1686044605810.0,2,1,2,,,96,,,48.833333,0.0,261.0,100589.25,100400.0,100810.0,2672.1875,2603.0,2743.0,5475.416667,4989.0,5978.0
1.0,1686063624393.0,2,2,,13,1,,115.45,,0.0,0.0,0.0,100106.736111,100000.0,100340.0,2785.214286,2767.0,2802.0,5030.625,4981.0,5119.0
3.0,1686318643134.0,124,,,10,,,,,192.802604,45.0,440.0,100208.333333,100100.0,100350.0,2680.511111,2541.0,2792.0,5666.45,4956.0,5969.0
13.0,1686481774072.0,,,,,,,,,,,,,,,,,,,,
19.0,1685007100219.0,7,,3,,,30,6.209999999999999,,22.147222,0.0,158.0,101447.54386,101400.0,101590.0,2521.866667,2480.0,2573.0,5001.307692,4734.0,5331.0
11.0,1685016427101.0,,,3,,,,44.78,,117.298666,0.0,372.0,101590.289855,101500.0,101730.0,2741.46875,2690.0,2794.0,4524.607143,4114.0,4995.0
15.0,1685456237333.0,21,,,,,113,6.0,,33.65885,0.0,185.0,101015.714286,100900.0,101110.0,2713.666667,2674.0,2812.0,6230.769231,6159.0,6334.0
18.0,1685466207455.0,,,1,4,3,21,,,0.4,0.0,2.0,100693.375,100600.0,100840.0,2455.461538,2451.0,2461.0,7769.307692,7470.0,7894.0
7.0,1685630359719.0,5,,2,3,,36,7.57,,74.359259,0.0,315.0,100648.039216,100500.0,100800.0,2510.519608,2365.0,2603.0,6386.311111,5342.0,7075.0
7.0,1685798126880.0,5,,6,1,,36,8.24,,31.826618,0.0,337.0,100600.515873,100300.0,100840.0,2407.297619,2300.0,2549.0,5944.05614,5179.0,6551.0
12.0,1685816346078.0,,2,,,,29,,,598.599033,0.0,1629.0,100628.157895,100500.0,100790.0,2867.714286,2703.0,2911.0,5175.384615,4786.0,5421.0
2.0,1686301290378.0,,,,,,14,,,17.955556,0.0,69.0,99086.666667,99000.0,99200.0,2852.3,2828.0,2886.0,5412.0,5243.0,5825.0
15.0,1684757446845.0,33,6,,,,123,100.93,,46.5125,0.0,229.0,100793.015873,100700.0,100900.0,2741.035714,2670.0,2839.0,4483.384615,4402.0,4548.0
9.0,1685012917096.0,5,11,5,,,101,,,22.908333,0.0,124.0,101440.757576,101300.0,101590.0,2429.785714,2384.0,2454.0,5340.166667,4669.0,5881.0
15.0,1685026519977.0,31,,,,,116,6.07,,46.625,0.0,178.0,101597.916667,101500.0,101740.0,2731.75,2685.0,2806.0,4840.769231,4377.0,5232.0
