uid,startTime,TIME,aqara_door_yesterday_daytime_mean_720min,aqara_door_yesterday_nighttime_mean_720min,aqara_cleaner_yesterday_daytime_mean_720min,aqara_cleaner_yesterday_nighttime_mean_720min,aqara_chair_yesterday_daytime_mean_720min,aqara_chair_yesterday_nighttime_mean_720min,aqara_fridge_yesterday_daytime_mean_720min,aqara_fridge_yesterday_nighttime_mean_720min,aqara_microwave_yesterday_daytime_mean_720min,aqara_microwave_yesterday_nighttime_mean_720min,aqara_motion_yesterday_daytime_mean_720min,aqara_motion_yesterday_nighttime_mean_720min,aqara_tv_yesterday_daytime_mean_720min,aqara_tv_yesterday_nighttime_mean_720min,aqara_washer_yesterday_daytime_mean_720min,aqara_washer_yesterday_nighttime_mean_720min,aqara_door_yesterday_daytime_std_720min,aqara_door_yesterday_nighttime_std_720min,aqara_cleaner_yesterday_daytime_std_720min,aqara_cleaner_yesterday_nighttime_std_720min,aqara_chair_yesterday_daytime_std_720min,aqara_chair_yesterday_nighttime_std_720min,aqara_fridge_yesterday_daytime_std_720min,aqara_fridge_yesterday_nighttime_std_720min,aqara_microwave_yesterday_daytime_std_720min,aqara_microwave_yesterday_nighttime_std_720min,aqara_motion_yesterday_daytime_std_720min,aqara_motion_yesterday_nighttime_std_720min,aqara_tv_yesterday_daytime_std_720min,aqara_tv_yesterday_nighttime_std_720min,aqara_washer_yesterday_daytime_std_720min,aqara_washer_yesterday_nighttime_std_720min
4,1683808291439,2023-05-11 12:31:31.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1683810980483,2023-05-11 13:16:20.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1683812587740,2023-05-11 13:43:07.740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1683812995017,2023-05-11 13:49:55.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1683813332504,2023-05-11 13:55:32.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1683813402823,2023-05-11 13:56:42.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1683813641325,2023-05-11 14:00:41.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1683813789514,2023-05-11 14:03:09.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1683814519165,2023-05-11 14:15:19.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1683814725312,2023-05-11 14:18:45.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1683814951639,2023-05-11 14:22:31.639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1683815524723,2023-05-11 14:32:04.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1683816728395,2023-05-11 14:52:08.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1683816794856,2023-05-11 14:53:14.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1683817628616,2023-05-11 15:07:08.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1683820084979,2023-05-11 15:48:04.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1683820163104,2023-05-11 15:49:23.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1683820564778,2023-05-11 15:56:04.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1683820565578,2023-05-11 15:56:05.578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1683821572366,2023-05-11 16:12:52.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1683821768672,2023-05-11 16:16:08.672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1683822001139,2023-05-11 16:20:01.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1683823414789,2023-05-11 16:43:34.789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1683823537005,2023-05-11 16:45:37.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1683827042409,2023-05-11 17:44:02.409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1683861207183,2023-05-12 03:13:27.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1683862058989,2023-05-12 03:27:38.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1683873593635,2023-05-12 06:39:53.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1683877290749,2023-05-12 07:41:30.749,,,,,,,,,,,,,,5.69,,,,,,,,,,,,,,,,,,
20,1683877687567,2023-05-12 07:48:07.567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1683879576864,2023-05-12 08:19:36.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1683879577935,2023-05-12 08:19:37.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1683883197970,2023-05-12 09:19:57.970,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
4,1683884617926,2023-05-12 09:43:37.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1683885069973,2023-05-12 09:51:09.973,,,,,,,,,,,,,5.69,7.135,,,,,,,,,,,,,,,,2.043538597629122,,
11,1683885962454,2023-05-12 10:06:02.454,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
7,1683887717887,2023-05-12 10:35:17.887,,,,,,,,,,,,,5.69,7.135,,,,,,,,,,,,,,,,2.043538597629122,,
3,1683887968255,2023-05-12 10:39:28.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1683889634080,2023-05-12 11:07:14.080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1683889658967,2023-05-12 11:07:38.967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1683890693844,2023-05-12 11:24:53.844,,,,,,,,,,,,,,8.79,,,,,,,,,,,,,,,,,,
11,1683894205371,2023-05-12 12:23:25.371,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
4,1683894699300,2023-05-12 12:31:39.300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1683894699377,2023-05-12 12:31:39.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1683895917557,2023-05-12 12:51:57.557,,,,,,,,,,,,,,8.79,,,,,,,,,,,,,,,,,,
15,1683897659316,2023-05-12 13:20:59.316,,,,,,,,,,,,,5.020000000000001,5.665000000000001,,,,,,,,,,,,,,,,0.912167747730645,,
9,1683899739890,2023-05-12 13:55:39.890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1683899740500,2023-05-12 13:55:40.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1683899766276,2023-05-12 13:56:06.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1683899868879,2023-05-12 13:57:48.879,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
15,1683900433930,2023-05-12 14:07:13.930,,,,,,,,,,,,,5.020000000000001,5.665000000000001,,,,,,,,,,,,,,,,0.912167747730645,,
19,1683900774776,2023-05-12 14:12:54.776,,,,,,,,,,,,,,8.79,,,,,,,,,,,,,,,,,,
7,1683902365842,2023-05-12 14:39:25.842,,,,,,,,,,,,,5.69,7.135,,,,,,,,,,,,,,,,2.043538597629122,,
15,1683903077478,2023-05-12 14:51:17.478,,,,,,,,,,,,,5.020000000000001,5.665000000000001,,,,,,,,,,,,,,,,0.912167747730645,,
17,1683903362884,2023-05-12 14:56:02.884,,,,,,,,,,,,,1.9400000000000008,2.1850000000000005,,,,,,,,,,,,,,,,0.3464823227814081,,
7,1683905060100,2023-05-12 15:24:20.100,,,,,,,,,,,,,5.69,7.135,,,,,,,,,,,,,,,,2.043538597629122,,
16,1683908258919,2023-05-12 16:17:38.919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1683909870885,2023-05-12 16:44:30.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1683910092865,2023-05-12 16:48:12.865,,,,,,,,,,,,,5.69,7.135,,,,,,,,,,,,,,,,2.043538597629122,,
8,1683916335569,2023-05-12 18:32:15.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1683933227149,2023-05-12 23:13:47.149,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
9,1683933580274,2023-05-12 23:19:40.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1683935874753,2023-05-12 23:57:54.753,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
9,1683938620545,2023-05-13 00:43:40.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1683940055072,2023-05-13 01:07:35.072,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
11,1683942980065,2023-05-13 01:56:20.065,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
9,1683943660844,2023-05-13 02:07:40.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1683946147199,2023-05-13 02:49:07.199,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
5,1683947971052,2023-05-13 03:19:31.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1683954922665,2023-05-13 05:15:22.665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1683955195407,2023-05-13 05:19:55.407,,,,,,,,,,,,,8.79,9.11,,,,,,,,,,,,,,,,0.4525483399593896,,
20,1683960010041,2023-05-13 06:40:10.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1683960235602,2023-05-13 06:43:55.602,,,,,,,,,,,,,8.79,9.11,,,,,,,,,,,,,,,,0.4525483399593896,,
1,1683960983811,2023-05-13 06:56:23.811,,,,,,,,,,,,,59.05,75.275,,,,,,,,,,,,,,,29.00552016427217,6.059905114768697,,
1,1683963806455,2023-05-13 07:43:26.455,,,,,,,,,,,,,59.05,75.275,,,,,,,,,,,,,,,29.00552016427217,6.059905114768697,,
2,1683964971755,2023-05-13 08:02:51.755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1683965102349,2023-05-13 08:05:02.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1683965276186,2023-05-13 08:07:56.186,,,,,,,,,,,,,8.79,9.11,,,,,,,,,,,,,,,,0.4525483399593896,,
20,1683968082705,2023-05-13 08:54:42.705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1683970012920,2023-05-13 09:26:52.920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1683970316686,2023-05-13 09:31:56.686,,,,,,,,,,,,,8.79,9.11,,,,,,,,,,,,,,,,0.4525483399593896,,
17,1683974288957,2023-05-13 10:38:08.957,,,,,,,,,,,,,2.3900000000000006,2.2350000000000003,,,,,,,,,,,,,,,0.05656854249492385,0.16263455967290624,,
16,1683984462534,2023-05-13 13:27:42.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1683984621615,2023-05-13 13:30:21.615,,,,,,,,,,,,,2.3900000000000006,2.2350000000000003,,,,,,,,,,,,,,,0.05656854249492385,0.16263455967290624,,
16,1683987104134,2023-05-13 14:11:44.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1683987794606,2023-05-13 14:23:14.606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1683987885635,2023-05-13 14:24:45.635,,,,,,,,,,,,,2.3900000000000006,2.2350000000000003,,,,,,,,,,,,,,,0.05656854249492385,0.16263455967290624,,
17,1683990543800,2023-05-13 15:09:03.800,,,,,,,,,,,,,2.3900000000000006,2.2350000000000003,,,,,,,,,,,,,,,0.05656854249492385,0.16263455967290624,,
7,1683992696876,2023-05-13 15:44:56.876,,,,,,,,,,,,,8.350000000000001,8.18,,,,,,,,,,,,,,,0.3252691193458112,0.08485281374238515,,
16,1683995294270,2023-05-13 16:28:14.270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1683995584622,2023-05-13 16:33:04.622,,,,,,,,,,,,,2.3900000000000006,2.2350000000000003,,,,,,,,,,,,,,,0.05656854249492385,0.16263455967290624,,
10,1683996212519,2023-05-13 16:43:32.519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1683997016838,2023-05-13 16:56:56.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1684002109675,2023-05-13 18:21:49.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1684002132292,2023-05-13 18:22:12.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1684007150295,2023-05-13 19:45:50.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1684016349145,2023-05-13 22:19:09.145,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
11,1684019574762,2023-05-13 23:12:54.762,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
9,1684019983449,2023-05-13 23:19:43.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1684020972940,2023-05-13 23:36:12.940,,,,,,,,,,,,,75.275,37.755,,,,,,,,,,,,,,,6.059905114768697,47.00138774546982,,
4,1684023590084,2023-05-14 00:19:50.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1684023600436,2023-05-14 00:20:00.436,,,,,,,,,,,,,75.275,37.755,,,,,,,,,,,,,,,6.059905114768697,47.00138774546982,,
11,1684024615774,2023-05-14 00:36:55.774,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
9,1684025023896,2023-05-14 00:43:43.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1684027937331,2023-05-14 01:32:17.331,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
4,1684028630266,2023-05-14 01:43:50.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1684030065149,2023-05-14 02:07:45.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1684030619350,2023-05-14 02:16:59.350,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
4,1684033672499,2023-05-14 03:07:52.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1684037994704,2023-05-14 04:19:54.704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1684038712461,2023-05-14 04:31:52.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1684042311004,2023-05-14 05:31:51.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1684043754388,2023-05-14 05:55:54.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1684043867732,2023-05-14 05:57:47.732,,,,,,,,,,,,,37.755,4.47,,,,,,,,,,,,,,,47.00138774546982,0.0707106781186545,,
2,1684047403781,2023-05-14 06:56:43.781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1684048847082,2023-05-14 07:20:47.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1684049050124,2023-05-14 07:24:10.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1684049975400,2023-05-14 07:39:35.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1684050108495,2023-05-14 07:41:48.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1684050294996,2023-05-14 07:44:54.996,,,,,,,,,,,,,8.18,8.175,,,,,,,,,,,,,,,0.08485281374238515,0.09192388155425173,,
2,1684051124965,2023-05-14 07:58:44.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1684051679658,2023-05-14 08:07:59.658,,,,,,,,,,,,,32.57999999999999,32.089999999999996,,,,,,,,,,,,,,,32.73904396893714,33.432008614499956,,
20,1684051702705,2023-05-14 08:08:22.705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1684052937365,2023-05-14 08:28:57.365,,,,,,,,,,,,,8.175,8.155000000000001,,,,,,,,,,,,,,,0.09192388155425173,0.06363961030679044,,
17,1684053547438,2023-05-14 08:39:07.438,,,,,,,,,,,,,2.2350000000000003,2.1900000000000004,,,,,,,,,,,,,,,0.16263455967290624,0.09899494936611705,,
4,1684053887620,2023-05-14 08:44:47.620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1684055016302,2023-05-14 09:03:36.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1684056720431,2023-05-14 09:32:00.431,,,,,,,,,,,,,32.57999999999999,32.089999999999996,,,,,,,,,,,,,,,32.73904396893714,33.432008614499956,,
20,1684056744055,2023-05-14 09:32:24.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1684057977923,2023-05-14 09:52:57.923,,,,,,,,,,,,,8.175,8.155000000000001,,,,,,,,,,,,,,,0.09192388155425173,0.06363961030679044,,
7,1684060620617,2023-05-14 10:37:00.617,,,,,,,,,,,,,8.175,8.155000000000001,,,,,,,,,,,,,,,0.09192388155425173,0.06363961030679044,,
20,1684061783935,2023-05-14 10:56:23.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1684063189511,2023-05-14 11:19:49.511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1684064605817,2023-05-14 11:43:25.817,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
19,1684066802159,2023-05-14 12:20:02.159,,,,,,,,,,,,,32.089999999999996,33.94,,,,,,,,,,,,,,,33.432008614499956,36.048303704890195,,
20,1684066824620,2023-05-14 12:20:24.620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1684067298165,2023-05-14 12:28:18.165,,,,,,,,,,,,,32.714999999999996,24.775,,,,,,,,,,,,,,,15.351288219559942,26.580143904802316,,
16,1684068192618,2023-05-14 12:43:12.618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1684069546164,2023-05-14 13:05:46.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1684069646619,2023-05-14 13:07:26.619,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
15,1684070024357,2023-05-14 13:13:44.357,,,,,,,,,,,,,32.714999999999996,24.775,,,,,,,,,,,,,,,15.351288219559942,26.580143904802316,,
10,1684070189259,2023-05-14 13:16:29.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1684072882513,2023-05-14 14:01:22.513,,,,,,,,,,,,,32.714999999999996,24.775,,,,,,,,,,,,,,,15.351288219559942,26.580143904802316,,
6,1684074687921,2023-05-14 14:31:27.921,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
20,1684074981808,2023-05-14 14:36:21.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1684075282588,2023-05-14 14:41:22.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1684075701262,2023-05-14 14:48:21.262,,,,,,,,,,,,,32.714999999999996,24.775,,,,,,,,,,,,,,,15.351288219559942,26.580143904802316,,
19,1684076799623,2023-05-14 15:06:39.623,,,,,,,,,,,,,32.089999999999996,33.94,,,,,,,,,,,,,,,33.432008614499956,36.048303704890195,,
8,1684078309879,2023-05-14 15:31:49.879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1684078325494,2023-05-14 15:32:05.494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1684078436851,2023-05-14 15:33:56.851,,,,,,,,,,,,,8.175,8.155000000000001,,,,,,,,,,,,,,,0.09192388155425173,0.06363961030679044,,
10,1684080322516,2023-05-14 16:05:22.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1684081031227,2023-05-14 16:17:11.227,,,,,,,,,,,,,32.714999999999996,24.775,,,,,,,,,,,,,,,15.351288219559942,26.580143904802316,,
18,1684081160903,2023-05-14 16:19:20.903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1684081827888,2023-05-14 16:30:27.888,,,,,,,,,,,,,2.1900000000000004,2.24,,,,,,,,,,,,,,,0.09899494936611705,0.02828427124746224,,
8,1684083350544,2023-05-14 16:55:50.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1684083755357,2023-05-14 17:02:35.357,,,,,,,,,,,,,32.714999999999996,24.775,,,,,,,,,,,,,,,15.351288219559942,26.580143904802316,,
17,1684084470596,2023-05-14 17:14:30.596,,,,,,,,,,,,,2.1900000000000004,2.24,,,,,,,,,,,,,,,0.09899494936611705,0.02828427124746224,,
6,1684084769175,2023-05-14 17:19:29.175,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
8,1684088390102,2023-05-14 18:19:50.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1684096251494,2023-05-14 20:30:51.494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1684111372298,2023-05-15 00:42:52.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1684115380039,2023-05-15 01:49:40.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1684123631395,2023-05-15 04:07:11.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1684134781937,2023-05-15 07:13:01.937,,,,,,,,,,,,,4.545,4.915,,,,,,,,,,,,,,,0.1767766952966369,0.34648232278140845,,
20,1684135355035,2023-05-15 07:22:35.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1684137586140,2023-05-15 07:59:46.140,,,,,,,,,,,,,8.155000000000001,8.165,,,,,,,,,,,,,,,0.06363961030679044,0.04949747468305978,,
20,1684138134025,2023-05-15 08:08:54.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1684140634699,2023-05-15 08:50:34.699,,,,,,,,,,,,,8.165,8.219999999999999,,,,,,,,,,,,,,,0.04949747468305978,0.12727922061357835,,
11,1684141377835,2023-05-15 09:02:57.835,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
20,1684143806195,2023-05-15 09:43:26.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1684147348374,2023-05-15 10:42:28.374,,,,,,,,,,,,,4.545,4.915,,,,,,,,,,,,,,,0.1767766952966369,0.34648232278140845,,
16,1684149546297,2023-05-15 11:19:06.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1684151529651,2023-05-15 11:52:09.651,,,,,,,,,,,,,4.545,4.915,,,,,,,,,,,,,,,0.1767766952966369,0.34648232278140845,,
7,1684151538296,2023-05-15 11:52:18.296,,,,,,,,,,,,,8.165,8.219999999999999,,,,,,,,,,,,,,,0.04949747468305978,0.12727922061357835,,
11,1684152988603,2023-05-15 12:16:28.603,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
19,1684153047571,2023-05-15 12:17:27.571,,,,,,,,,,,,,32.815,6.615000000000001,,,,,,,,,,,,,,,37.639293962559925,0.5868986283848344,,
9,1684153907280,2023-05-15 12:31:47.280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1684154196982,2023-05-15 12:36:36.982,,,,,,,,,,,,,8.165,8.219999999999999,,,,,,,,,,,,,,,0.04949747468305978,0.12727922061357835,,
20,1684154239497,2023-05-15 12:37:19.497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1684154586167,2023-05-15 12:43:06.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1684154944160,2023-05-15 12:49:04.160,,,,,,,,,,,,,6.03,7.485,,,,,,,,,,,,,,,0.0707106781186545,1.9869700551341989,,
11,1684155769268,2023-05-15 13:02:49.268,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
15,1684157536680,2023-05-15 13:32:16.680,,,,,,,,,,,,,6.03,7.485,,,,,,,,,,,,,,,0.0707106781186545,1.9869700551341989,,
19,1684158088335,2023-05-15 13:41:28.335,,,,,,,,,,,,,32.815,6.615000000000001,,,,,,,,,,,,,,,37.639293962559925,0.5868986283848344,,
11,1684158572696,2023-05-15 13:49:32.696,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
9,1684158947642,2023-05-15 13:55:47.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1684158952010,2023-05-15 13:55:52.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1684159626317,2023-05-15 14:07:06.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1684160223481,2023-05-15 14:17:03.481,,,,,,,,,,,,,6.03,7.485,,,,,,,,,,,,,,,0.0707106781186545,1.9869700551341989,,
8,1684160391480,2023-05-15 14:19:51.480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1684160914054,2023-05-15 14:28:34.054,,,,,,,,,,,,,2.24,2.1800000000000006,,,,,,,,,,,,,,,0.02828427124746224,0.11313708498984802,,
11,1684161244138,2023-05-15 14:34:04.138,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
20,1684162803496,2023-05-15 15:00:03.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1684162945335,2023-05-15 15:02:25.335,,,,,,,,,,,,,6.03,7.485,,,,,,,,,,,,,,,0.0707106781186545,1.9869700551341989,,
10,1684163965328,2023-05-15 15:19:25.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1684163988153,2023-05-15 15:19:48.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1684163993465,2023-05-15 15:19:53.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1684163997425,2023-05-15 15:19:57.425,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
18,1684165193992,2023-05-15 15:39:53.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1684165432544,2023-05-15 15:43:52.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1684165728995,2023-05-15 15:48:48.995,,,,,,,,,,,,,6.03,7.485,,,,,,,,,,,,,,,0.0707106781186545,1.9869700551341989,,
11,1684167129004,2023-05-15 16:12:09.004,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
7,1684167904994,2023-05-15 16:25:04.994,,,,,,,,,,,,,8.165,8.219999999999999,,,,,,,,,,,,,,,0.04949747468305978,0.12727922061357835,,
17,1684168614149,2023-05-15 16:36:54.149,,,,,,,,,,,,,2.24,2.1800000000000006,,,,,,,,,,,,,,,0.02828427124746224,0.11313708498984802,,
15,1684168682619,2023-05-15 16:38:02.619,,,,,,,,,,,,,6.03,7.485,,,,,,,,,,,,,,,0.0707106781186545,1.9869700551341989,,
4,1684169085902,2023-05-15 16:44:45.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1684169577185,2023-05-15 16:52:57.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1684175431696,2023-05-15 18:30:31.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1684176734864,2023-05-15 18:52:14.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1684180468572,2023-05-15 19:54:28.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1684181775437,2023-05-15 20:16:15.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1684199954340,2023-05-16 01:19:14.340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
