uid,startTime,TIME,aqara_door_yesterday_daytime_mean_720min,aqara_door_yesterday_nighttime_mean_720min,aqara_cleaner_yesterday_daytime_mean_720min,aqara_cleaner_yesterday_nighttime_mean_720min,aqara_chair_yesterday_daytime_mean_720min,aqara_chair_yesterday_nighttime_mean_720min,aqara_fridge_yesterday_daytime_mean_720min,aqara_fridge_yesterday_nighttime_mean_720min,aqara_microwave_yesterday_daytime_mean_720min,aqara_microwave_yesterday_nighttime_mean_720min,aqara_motion_yesterday_daytime_mean_720min,aqara_motion_yesterday_nighttime_mean_720min,aqara_tv_yesterday_daytime_mean_720min,aqara_tv_yesterday_nighttime_mean_720min,aqara_washer_yesterday_daytime_mean_720min,aqara_washer_yesterday_nighttime_mean_720min,aqara_door_yesterday_daytime_std_720min,aqara_door_yesterday_nighttime_std_720min,aqara_cleaner_yesterday_daytime_std_720min,aqara_cleaner_yesterday_nighttime_std_720min,aqara_chair_yesterday_daytime_std_720min,aqara_chair_yesterday_nighttime_std_720min,aqara_fridge_yesterday_daytime_std_720min,aqara_fridge_yesterday_nighttime_std_720min,aqara_microwave_yesterday_daytime_std_720min,aqara_microwave_yesterday_nighttime_std_720min,aqara_motion_yesterday_daytime_std_720min,aqara_motion_yesterday_nighttime_std_720min,aqara_tv_yesterday_daytime_std_720min,aqara_tv_yesterday_nighttime_std_720min,aqara_washer_yesterday_daytime_std_720min,aqara_washer_yesterday_nighttime_std_720min
2,1684205047279,2023-05-16 02:44:07.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1684210087576,2023-05-16 04:08:07.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1684211917040,2023-05-16 04:38:37.040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1684217886858,2023-05-16 06:18:06.858,,,,,,,,,,,,,5.18,5.12,,,,,,,,,,,,,,,0.028284271247461926,0.1131370849898477,,
20,1684219815461,2023-05-16 06:50:15.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1684224054742,2023-05-16 08:00:54.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1684224238016,2023-05-16 08:03:58.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1684225187966,2023-05-16 08:19:47.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1684226865592,2023-05-16 08:47:45.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1684229562363,2023-05-16 09:32:42.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1684230236657,2023-05-16 09:43:56.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1684231702757,2023-05-16 10:08:22.757,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
13,1684232987429,2023-05-16 10:29:47.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1684234591492,2023-05-16 10:56:31.492,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
13,1684235682813,2023-05-16 11:14:42.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1684237648090,2023-05-16 11:47:28.090,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
15,1684238727502,2023-05-16 12:05:27.502,,,,,,,,,,,,,19.53,18.18,,,,,,,,,,,,,,,15.047232303649732,16.95642061285341,,
9,1684240310497,2023-05-16 12:31:50.497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1684240995917,2023-05-16 12:43:15.917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1684241381922,2023-05-16 12:49:41.922,,,,,,,,,,,,,19.53,18.18,,,,,,,,,,,,,,,15.047232303649732,16.95642061285341,,
11,1684242687864,2023-05-16 13:11:27.864,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
17,1684243071696,2023-05-16 13:17:51.696,,,,,,,,,,,,,2.1800000000000006,12.570000000000002,,,,,,,,,,,,,,,0.11313708498984802,14.580541828066611,,
20,1684243079204,2023-05-16 13:17:59.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1684243638793,2023-05-16 13:27:18.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1684244065131,2023-05-16 13:34:25.131,,,,,,,,,,,,,19.53,18.18,,,,,,,,,,,,,,,15.047232303649732,16.95642061285341,,
9,1684245350448,2023-05-16 13:55:50.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1684245628069,2023-05-16 14:00:28.069,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
14,1684246624591,2023-05-16 14:17:04.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1684248942490,2023-05-16 14:55:42.490,,,,,,,,,,,,,2.1800000000000006,12.570000000000002,,,,,,,,,,,,,,,0.11313708498984802,14.580541828066611,,
7,1684250274579,2023-05-16 15:17:54.579,,,,,,,,,,,,,8.215,8.405,,,,,,,,,,,,,,,0.1343502884254437,0.40305086527633227,,
9,1684250390622,2023-05-16 15:19:50.622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1684251142987,2023-05-16 15:32:22.987,,,,,,,,,,,,,5.18,5.12,,,,,,,,,,,,,,,0.028284271247461926,0.1131370849898477,,
17,1684251596120,2023-05-16 15:39:56.120,,,,,,,,,,,,,2.1800000000000006,12.570000000000002,,,,,,,,,,,,,,,0.11313708498984802,14.580541828066611,,
8,1684251725622,2023-05-16 15:42:05.622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1684252013669,2023-05-16 15:46:53.669,,,,,,,,,,,,,19.53,18.18,,,,,,,,,,,,,,,15.047232303649732,16.95642061285341,,
16,1684252373347,2023-05-16 15:52:53.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1684252887274,2023-05-16 16:01:27.274,,,,,,,,,,,,,8.215,8.405,,,,,,,,,,,,,,,0.1343502884254437,0.40305086527633227,,
11,1684253519511,2023-05-16 16:11:59.511,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
17,1684254304805,2023-05-16 16:25:04.805,,,,,,,,,,,,,2.1800000000000006,12.570000000000002,,,,,,,,,,,,,,,0.11313708498984802,14.580541828066611,,
6,1684254681024,2023-05-16 16:31:21.024,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
10,1684255323531,2023-05-16 16:42:03.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1684255435231,2023-05-16 16:43:55.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1684256425817,2023-05-16 17:00:25.817,,,,,,,,,,,,,19.53,18.18,,,,,,,,,,,,,,,15.047232303649732,16.95642061285341,,
8,1684256766062,2023-05-16 17:06:06.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1684257055950,2023-05-16 17:10:55.950,,,,,,,,,,,,,2.1800000000000006,12.570000000000002,,,,,,,,,,,,,,,0.11313708498984802,14.580541828066611,,
6,1684259721934,2023-05-16 17:55:21.934,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
8,1684261806316,2023-05-16 18:30:06.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1684266738130,2023-05-16 19:52:18.130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1684266846633,2023-05-16 19:54:06.633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1684271778691,2023-05-16 21:16:18.691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1684276819925,2023-05-16 22:40:19.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1684288180385,2023-05-17 01:49:40.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1684301143264,2023-05-17 05:25:43.264,,,,,,,,,,,,,4.88,4.6899999999999995,,,,,,,,,,,,,,,0.2262741699796954,0.042426406871192576,,
1,1684311365543,2023-05-17 08:16:05.543,,,,,,,,,,,,,4.88,4.6899999999999995,,,,,,,,,,,,,,,0.2262741699796954,0.042426406871192576,,
11,1684313198750,2023-05-17 08:46:38.750,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
4,1684316639102,2023-05-17 09:43:59.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1684317891977,2023-05-17 10:04:51.977,,,,,,,,,,,,,12.570000000000002,12.585,,,,,,,,,,,,,,,14.580541828066611,14.559328624631014,,
11,1684318889926,2023-05-17 10:21:29.926,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
19,1684320682142,2023-05-17 10:51:22.142,,,,,,,,,,,,,6.390000000000001,6.4350000000000005,,,,,,,,,,,,,,,8.881784197001252e-16,0.06363961030679106,,
4,1684321678582,2023-05-17 11:07:58.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1684321700809,2023-05-17 11:08:20.809,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
7,1684322689190,2023-05-17 11:24:49.190,,,,,,,,,,,,,8.45,8.254999999999999,,,,,,,,,,,,,,,0.3394112549695431,0.06363961030679044,,
17,1684322931056,2023-05-17 11:28:51.056,,,,,,,,,,,,,12.585,2.5950000000000006,,,,,,,,,,,,,,,14.559328624631014,0.43133513652379357,,
1,1684323427292,2023-05-17 11:37:07.292,,,,,,,,,,,,,4.88,4.6899999999999995,,,,,,,,,,,,,,,0.2262741699796954,0.042426406871192576,,
7,1684325356740,2023-05-17 12:09:16.740,,,,,,,,,,,,,8.45,8.254999999999999,,,,,,,,,,,,,,,0.3394112549695431,0.06363961030679044,,
14,1684326432190,2023-05-17 12:27:12.190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1684326712528,2023-05-17 12:31:52.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1684326719687,2023-05-17 12:31:59.687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1684328216070,2023-05-17 12:56:56.070,,,,,,,,,,,,,12.585,2.5950000000000006,,,,,,,,,,,,,,,14.559328624631014,0.43133513652379357,,
7,1684328291635,2023-05-17 12:58:11.635,,,,,,,,,,,,,8.45,8.254999999999999,,,,,,,,,,,,,,,0.3394112549695431,0.06363961030679044,,
14,1684329127479,2023-05-17 13:12:07.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1684329774057,2023-05-17 13:22:54.057,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
19,1684330762424,2023-05-17 13:39:22.424,,,,,,,,,,,,,6.390000000000001,6.4350000000000005,,,,,,,,,,,,,,,8.881784197001252e-16,0.06363961030679106,,
17,1684330860678,2023-05-17 13:41:00.678,,,,,,,,,,,,,12.585,2.5950000000000006,,,,,,,,,,,,,,,14.559328624631014,0.43133513652379357,,
7,1684330938760,2023-05-17 13:42:18.760,,,,,,,,,,,,,8.45,8.254999999999999,,,,,,,,,,,,,,,0.3394112549695431,0.06363961030679044,,
16,1684331618221,2023-05-17 13:53:38.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1684331752945,2023-05-17 13:55:52.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1684331760852,2023-05-17 13:56:00.852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1684332621462,2023-05-17 14:10:21.462,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
16,1684335691635,2023-05-17 15:01:31.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1684336236399,2023-05-17 15:10:36.399,,,,,,,,,,,,,12.585,2.5950000000000006,,,,,,,,,,,,,,,14.559328624631014,0.43133513652379357,,
7,1684336246877,2023-05-17 15:10:46.877,,,,,,,,,,,,,8.45,8.254999999999999,,,,,,,,,,,,,,,0.3394112549695431,0.06363961030679044,,
9,1684336793509,2023-05-17 15:19:53.509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1684339102428,2023-05-17 15:58:22.428,,,,,,,,,,,,,8.45,8.254999999999999,,,,,,,,,,,,,,,0.3394112549695431,0.06363961030679044,,
16,1684339246395,2023-05-17 16:00:46.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1684340556104,2023-05-17 16:22:36.104,,,,,,,,,,,,,12.585,2.5950000000000006,,,,,,,,,,,,,,,14.559328624631014,0.43133513652379357,,
9,1684341833657,2023-05-17 16:43:53.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1684341842877,2023-05-17 16:44:02.877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1684342996157,2023-05-17 17:03:16.157,,,,,,,,,,,,,14.57,23.38,,,,,,,,,,,,,,,11.851109652686535,0.6081118318204305,,
18,1684343148092,2023-05-17 17:05:48.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1684343662755,2023-05-17 17:14:22.755,,,,,,,,,,,,,12.585,2.5950000000000006,,,,,,,,,,,,,,,14.559328624631014,0.43133513652379357,,
8,1684348100932,2023-05-17 18:28:20.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1684348240465,2023-05-17 18:30:40.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1684353193463,2023-05-17 19:53:13.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1684356072332,2023-05-17 20:41:12.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1684372791492,2023-05-18 01:19:51.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1684377831973,2023-05-18 02:43:51.973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1684380473908,2023-05-18 03:27:53.908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1684397983791,2023-05-18 08:19:43.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1684398507113,2023-05-18 08:28:27.113,,,,,,,,,,,,,4.745000000000001,4.820000000000001,,,,,,,,,,,,,,,0.12020815280171367,0.014142135623730649,,
4,1684403045141,2023-05-18 09:44:05.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1684406047827,2023-05-18 10:34:07.827,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
19,1684407087128,2023-05-18 10:51:27.128,,,,,,,,,,,,,6.3450000000000015,6.44,,,,,,,,,,,,,,,0.1909188309203688,0.3252691193458112,,
4,1684408085756,2023-05-18 11:08:05.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1684408786783,2023-05-18 11:19:46.783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1684409502334,2023-05-18 11:31:42.334,,,,,,,,,,,,,23.059999999999995,27.159999999999997,,,,,,,,,,,,,,,1.0606601717798263,6.8589357775095205,,
13,1684411901586,2023-05-18 12:11:41.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1684413115184,2023-05-18 12:31:55.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1684413126919,2023-05-18 12:32:06.919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1684414159807,2023-05-18 12:49:19.807,,,,,,,,,,,,,6.3450000000000015,6.44,,,,,,,,,,,,,,,0.1909188309203688,0.3252691193458112,,
17,1684414202327,2023-05-18 12:50:02.327,,,,,,,,,,,,,2.5700000000000003,2.2350000000000003,,,,,,,,,,,,,,,0.46669047558312116,0.007071067811865638,,
14,1684414931540,2023-05-18 13:02:11.540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1684416469558,2023-05-18 13:27:49.558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1684416819917,2023-05-18 13:33:39.917,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
9,1684418155513,2023-05-18 13:55:55.513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1684418167845,2023-05-18 13:56:07.845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1684418926150,2023-05-18 14:08:46.150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1684419605095,2023-05-18 14:20:05.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1684419809886,2023-05-18 14:23:29.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1684420020126,2023-05-18 14:27:00.126,,,,,,,,,,,,,2.5700000000000003,2.2350000000000003,,,,,,,,,,,,,,,0.46669047558312116,0.007071067811865638,,
15,1684420108569,2023-05-18 14:28:28.569,,,,,,,,,,,,,23.059999999999995,27.159999999999997,,,,,,,,,,,,,,,1.0606601717798263,6.8589357775095205,,
11,1684422043836,2023-05-18 15:00:43.836,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
17,1684422662579,2023-05-18 15:11:02.579,,,,,,,,,,,,,2.5700000000000003,2.2350000000000003,,,,,,,,,,,,,,,0.46669047558312116,0.007071067811865638,,
15,1684422737338,2023-05-18 15:12:17.338,,,,,,,,,,,,,23.059999999999995,27.159999999999997,,,,,,,,,,,,,,,1.0606601717798263,6.8589357775095205,,
4,1684423208665,2023-05-18 15:20:08.665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1684426557526,2023-05-18 16:15:57.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1684427670666,2023-05-18 16:34:30.666,,,,,,,,,,,,,23.059999999999995,27.159999999999997,,,,,,,,,,,,,,,1.0606601717798263,6.8589357775095205,,
17,1684427702905,2023-05-18 16:35:02.905,,,,,,,,,,,,,2.5700000000000003,2.2350000000000003,,,,,,,,,,,,,,,0.46669047558312116,0.007071067811865638,,
7,1684428209878,2023-05-18 16:43:29.878,,,,,,,,,,,,,8.184999999999999,8.165,,,,,,,,,,,,,,,0.1626345596729075,0.13435028842544494,,
10,1684428226043,2023-05-18 16:43:46.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1684428249878,2023-05-18 16:44:09.878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1684429828860,2023-05-18 17:10:28.860,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
16,1684431590619,2023-05-18 17:39:50.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1684431882070,2023-05-18 17:44:42.070,,,,,,,,,,,,,23.059999999999995,27.159999999999997,,,,,,,,,,,,,,,1.0606601717798263,6.8589357775095205,,
16,1684434232798,2023-05-18 18:23:52.798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1684434642157,2023-05-18 18:30:42.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1684437056557,2023-05-18 19:10:56.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1684459202469,2023-05-19 01:20:02.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1684466030910,2023-05-19 03:13:50.910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1684469283372,2023-05-19 04:08:03.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1684471124291,2023-05-19 04:38:44.291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1684484005879,2023-05-19 08:13:25.879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1684487014598,2023-05-19 09:03:34.598,,,,,,,,,,,,,5.539999999999999,15.903333333333334,,,,,,,,,,,,,,,2.7872746545685088,20.36000327439397,,
11,1684487409463,2023-05-19 09:10:09.463,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
19,1684488411752,2023-05-19 09:26:51.752,,,,,,,,,,,,,6.44,4.830000000000001,,,,,,,,,,,,,,,0.3252691193458112,3.5033698063436014,,
2,1684489046395,2023-05-19 09:37:26.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1684489391990,2023-05-19 09:43:11.990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1684490117984,2023-05-19 09:55:17.984,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
7,1684490234353,2023-05-19 09:57:14.353,,,,,,,,,,,,,5.539999999999999,15.903333333333334,,,,,,,,,,,,,,,2.7872746545685088,20.36000327439397,,
4,1684494433451,2023-05-19 11:07:13.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1684494479432,2023-05-19 11:07:59.432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1684494529481,2023-05-19 11:08:49.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1684495331954,2023-05-19 11:22:11.954,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
7,1684495593026,2023-05-19 11:26:33.026,,,,,,,,,,,,,5.539999999999999,15.903333333333334,,,,,,,,,,,,,,,2.7872746545685088,20.36000327439397,,
20,1684495920883,2023-05-19 11:32:00.883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1684498033543,2023-05-19 12:07:13.543,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
4,1684499474744,2023-05-19 12:31:14.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1684502199979,2023-05-19 13:16:39.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1684503887108,2023-05-19 13:44:47.108,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
4,1684504514771,2023-05-19 13:55:14.771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1684504610073,2023-05-19 13:56:50.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1684504620214,2023-05-19 13:57:00.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1684511024348,2023-05-19 15:43:44.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1684511642035,2023-05-19 15:54:02.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1684512912141,2023-05-19 16:15:12.141,,,,,,,,,,,,,1.53,1.566666666666667,,,,,,,,,,,,,,,1.027813212602368,1.0665051961117367,,
10,1684514734322,2023-05-19 16:45:34.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1684534789209,2023-05-19 22:19:49.209,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
11,1684538159110,2023-05-19 23:15:59.110,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
4,1684541956602,2023-05-20 00:19:16.602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1684543199484,2023-05-20 00:39:59.484,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
9,1684543431080,2023-05-20 00:43:51.080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1684546997742,2023-05-20 01:43:17.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1684548241376,2023-05-20 02:04:01.376,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
5,1684552789496,2023-05-20 03:19:49.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1684556368206,2023-05-20 04:19:28.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1684556994799,2023-05-20 04:29:54.799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1684557644724,2023-05-20 04:40:44.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1684557753909,2023-05-20 04:42:33.909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1684559989148,2023-05-20 05:19:49.148,,,,,,,,,,,,,40.220000000000006,60.395,,,,,,,,,,,,,,,62.96810859474819,74.16843027865697,,
4,1684562035954,2023-05-20 05:53:55.954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1684565029619,2023-05-20 06:43:49.619,,,,,,,,,,,,,40.220000000000006,60.395,,,,,,,,,,,,,,,62.96810859474819,74.16843027865697,,
6,1684565784150,2023-05-20 06:56:24.150,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
2,1684566448583,2023-05-20 07:07:28.583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1684567077467,2023-05-20 07:17:57.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1684569343216,2023-05-20 07:55:43.216,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
4,1684572118044,2023-05-20 08:41:58.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1684579392652,2023-05-20 10:43:12.652,,,,,,,,,,,,,2.3100000000000005,2.375,,,,,,,,,,,,,,,0.04242640687119352,0.1343502884254443,,
17,1684582206214,2023-05-20 11:30:06.214,,,,,,,,,,,,,2.3100000000000005,2.375,,,,,,,,,,,,,,,0.04242640687119352,0.1343502884254443,,
6,1684582611407,2023-05-20 11:36:51.407,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
7,1684583743298,2023-05-20 11:55:43.298,,,,,,,,,,,,,42.365,45.38,,,,,,,,,,,,,,,4.263853890554882,,,
7,1684586148836,2023-05-20 12:35:48.836,,,,,,,,,,,,,42.365,45.38,,,,,,,,,,,,,,,4.263853890554882,,,
15,1684587091026,2023-05-20 12:51:31.026,,,,,,,,,,,,,30.459999999999994,20.614999999999995,,,,,,,,,,,,,,,6.78822509939085,20.71115762095397,,
17,1684587246579,2023-05-20 12:54:06.579,,,,,,,,,,,,,2.3100000000000005,2.375,,,,,,,,,,,,,,,0.04242640687119352,0.1343502884254443,,
14,1684587764819,2023-05-20 13:02:44.819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1684591663972,2023-05-20 14:07:43.972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1684592236363,2023-05-20 14:17:16.363,,,,,,,,,,,,,2.3100000000000005,2.375,,,,,,,,,,,,,,,0.04242640687119352,0.1343502884254443,,
7,1684594763027,2023-05-20 14:59:23.027,,,,,,,,,,,,,42.365,45.38,,,,,,,,,,,,,,,4.263853890554882,,,
15,1684595047140,2023-05-20 15:04:07.140,,,,,,,,,,,,,30.459999999999994,20.614999999999995,,,,,,,,,,,,,,,6.78822509939085,20.71115762095397,,
8,1684596704833,2023-05-20 15:31:44.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1684596704857,2023-05-20 15:31:44.857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1684597714023,2023-05-20 15:48:34.023,,,,,,,,,,,,,30.459999999999994,20.614999999999995,,,,,,,,,,,,,,,6.78822509939085,20.71115762095397,,
15,1684600463691,2023-05-20 16:34:23.691,,,,,,,,,,,,,30.459999999999994,20.614999999999995,,,,,,,,,,,,,,,6.78822509939085,20.71115762095397,,
15,1684603346676,2023-05-20 17:22:26.676,,,,,,,,,,,,,30.459999999999994,20.614999999999995,,,,,,,,,,,,,,,6.78822509939085,20.71115762095397,,
8,1684606702709,2023-05-20 18:18:22.709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1684609723752,2023-05-20 19:08:43.752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1684628399571,2023-05-21 00:19:59.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1684633439648,2023-05-21 01:43:59.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
